"date","confirmed","confirmed_cum","deaths","deaths_cum","tests","tests_cum","positives","positives_cum","recovered","recovered_cum","hosp","hosp_cum","icu","icu_cum","vent","vent_cum","vaccines","vaccines_cum"
2022-10-10,0,10270874,0,15049,NA,67786026,0,8068109,NA,0,0,1465,0,43,0,14,0,0
2022-10-11,0,10270874,0,15049,NA,67807256,0,8068109,NA,0,0,1465,0,43,0,14,0,0
2022-10-12,0,10270874,0,15049,NA,67828486,0,8068109,NA,0,0,1465,0,43,0,14,0,0
2022-10-13,0,10270874,0,15049,NA,67849716,0,8068109,NA,0,0,1465,0,43,0,14,0,0
2022-10-14,37105,10307979,122,15171,NA,67863918,37105,8096795,NA,0,-40,1425,-9,34,-3,11,0,0
2022-10-15,0,10307979,0,15171,NA,67885148,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-16,0,10307979,0,15171,NA,67906378,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-17,0,10307979,0,15171,NA,67927608,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-18,0,10307979,0,15171,NA,67948838,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-19,0,10307979,0,15171,NA,67970068,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-20,0,10307979,0,15171,NA,67991298,0,8096795,NA,0,0,1425,0,34,0,11,0,0
2022-10-21,29858,10337837,86,15257,NA,68070800,29858,8120004,NA,0,14,1439,9,43,4,15,0,0
2022-10-22,0,10337837,0,15257,NA,68092030,0,8120004,NA,0,-6,1433,-1,42,-2,13,0,0
2022-10-23,0,10337837,0,15257,NA,68113260,0,8120004,NA,0,0,1433,0,42,0,13,0,0
2022-10-24,0,10337837,0,15257,NA,68134490,0,8120004,NA,0,0,1433,0,42,0,13,0,0
2022-10-25,0,10337837,0,15257,NA,68155720,0,8120004,NA,0,0,1433,0,42,0,13,0,0
2022-10-26,0,10337837,0,15257,NA,68176950,0,8120004,NA,0,0,1433,0,42,0,13,0,0
2022-10-27,0,10337837,0,15257,NA,68198180,0,8120004,NA,0,0,1433,0,42,0,13,0,0
2022-10-28,33589,10371426,111,15368,NA,68213114,33589,8147432,NA,0,-95,1338,6,48,-2,11,0,0
2022-10-29,0,10371426,0,15368,NA,68219292,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-10-30,0,10371426,0,15368,NA,68225470,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-10-31,0,10371426,0,15368,NA,68231648,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-11-01,0,10371426,0,15368,NA,68237826,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-11-02,0,10371426,0,15368,NA,68244004,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-11-03,0,10371426,0,15368,NA,68250182,0,8147432,NA,0,0,1338,0,48,0,11,0,0
2022-11-04,39781,10411207,116,15484,NA,68265034,39781,8180642,NA,0,57,1395,-10,38,-1,10,0,0
2022-11-05,0,10411207,0,15484,NA,68271212,0,8180642,NA,0,0,1395,-1,37,0,10,0,0
2022-11-06,0,10411207,0,15484,NA,68277390,0,8180642,NA,0,0,1395,0,37,0,10,0,0
2022-11-07,0,10411207,0,15484,NA,68283568,0,8180642,NA,0,0,1395,0,37,0,10,0,0
2022-11-08,0,10411207,0,15484,NA,68289746,0,8180642,NA,0,0,1395,0,37,0,10,0,0
2022-11-09,0,10411207,0,15484,NA,68295924,0,8180642,NA,0,0,1395,0,37,0,10,0,0
2022-11-10,0,10411207,0,15484,NA,68302102,0,8180642,NA,0,0,1395,0,37,0,10,0,0
2022-11-11,57711,10468918,95,15579,NA,68316040,57711,8229308,NA,0,391,1786,30,67,7,17,0,0
2022-11-12,0,10468918,0,15579,NA,68322218,0,8229308,NA,0,0,1786,-1,66,0,17,0,0
2022-11-13,0,10468918,0,15579,NA,68328396,0,8229308,NA,0,0,1786,0,66,0,17,0,0
2022-11-14,0,10468918,0,15579,NA,68334574,0,8229308,NA,0,0,1786,0,66,0,17,0,0
2022-11-15,0,10468918,0,15579,NA,68340752,0,8229308,NA,0,0,1786,0,66,0,17,0,0
2022-11-16,0,10468918,0,15579,NA,68346930,0,8229308,NA,0,0,1786,0,66,0,17,0,0
2022-11-17,0,10468918,0,15579,NA,68353108,0,8229308,NA,0,0,1786,0,66,0,17,0,0
2022-11-18,74935,10543853,120,15699,NA,68368872,74935,8290956,NA,0,330,2116,-5,61,4,21,0,0
2022-11-19,2,10543855,0,15699,NA,68375050,2,8290956,NA,0,0,2116,0,61,-3,18,0,0
2022-11-20,0,10543855,0,15699,NA,68381228,0,8290956,NA,0,0,2116,0,61,0,18,0,0
2022-11-21,0,10543855,0,15699,NA,68387406,0,8290956,NA,0,0,2116,0,61,0,18,0,0
2022-11-22,0,10543855,0,15699,NA,68393584,0,8290956,NA,0,0,2116,0,61,0,18,0,0
2022-11-23,0,10543855,0,15699,NA,68399762,0,8290956,NA,0,0,2116,0,61,0,18,0,0
2022-11-24,0,10543855,0,15699,NA,68405940,0,8290956,NA,0,0,2116,0,61,0,18,0,0
2022-11-25,96151,10640006,130,15829,NA,68414593,96151,8373328,NA,0,355,2471,20,81,12,30,0,0
2022-11-26,0,10640006,0,15829,NA,68420771,0,8373328,NA,0,0,2471,0,81,-1,29,0,0
2022-11-27,0,10640006,0,15829,NA,68426949,0,8373328,NA,0,0,2471,0,81,0,29,0,0
2022-11-28,0,10640006,0,15829,NA,68433127,0,8373328,NA,0,0,2471,0,81,0,29,0,0
2022-11-29,0,10640006,0,15829,NA,68439305,0,8373328,NA,0,0,2471,0,81,0,29,0,0
2022-11-30,0,10640006,0,15829,NA,68445483,0,8373328,NA,0,0,2471,0,81,0,29,0,0
2022-12-01,0,10640006,0,15829,NA,68451661,0,8373328,NA,0,0,2471,0,81,0,29,0,0
2022-12-02,103739,10743745,133,15962,NA,68460574,103739,8459948,NA,0,111,2582,-5,76,3,32,0,0
2022-12-03,0,10743745,0,15962,NA,68466752,0,8459948,NA,0,0,2582,-1,75,-1,31,0,0
2022-12-04,0,10743745,0,15962,NA,68472930,0,8459948,NA,0,0,2582,0,75,0,31,0,0
2022-12-05,0,10743745,0,15962,NA,68479108,0,8459948,NA,0,0,2582,0,75,0,31,0,0
2022-12-06,0,10743745,0,15962,NA,68485286,0,8459948,NA,0,0,2582,0,75,0,31,0,0
2022-12-07,0,10743745,0,15962,NA,68491464,0,8459948,NA,0,0,2582,0,75,0,31,0,0
2022-12-08,0,10743745,0,15962,NA,68497642,0,8459948,NA,0,0,0,0,0,0,0,0,0
2022-12-09,110578,10854323,219,16181,NA,68513621,110578,8550795,NA,0,0,0,0,0,0,0,0,0
2022-12-10,0,10854323,0,16181,NA,45799959,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-11,0,10854323,0,16181,NA,45800880,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-12,0,10854323,0,16181,NA,45801801,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-13,0,10854323,0,16181,NA,45802722,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-14,0,10854323,0,16181,NA,45803643,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-15,0,10854323,0,16181,NA,45804564,0,5782224,NA,0,0,0,0,0,0,0,0,0
2022-12-16,111695,10966018,233,16414,NA,45815022,111695,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-17,0,10966018,0,16414,NA,45815943,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-18,0,10966018,0,16414,NA,45816864,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-19,0,10966018,0,16414,NA,45817785,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-20,0,10966018,0,16414,NA,45818706,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-21,0,10966018,0,16414,NA,45819627,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-22,0,10966018,0,16414,NA,45820548,0,5846097,NA,0,0,0,0,0,0,0,0,0
2022-12-23,105916,11071934,256,16670,NA,45830042,105916,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-24,0,11071934,0,16670,NA,45830963,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-25,0,11071934,0,16670,NA,45831884,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-26,0,11071934,0,16670,NA,45832805,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-27,0,11071934,0,16670,NA,45833726,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-28,0,11071934,0,16670,NA,45834647,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-29,0,11071934,0,16670,NA,45835568,0,5906224,NA,0,0,0,0,0,0,0,0,0
2022-12-30,75538,11147472,125,16795,NA,45842191,75538,5950944,NA,0,0,0,0,0,0,0,0,0
2022-12-31,0,11147472,0,16795,NA,45843112,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-01,0,11147472,0,16795,NA,45844033,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-02,0,11147472,0,16795,NA,45844954,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-03,0,11147472,0,16795,NA,45845875,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-04,0,11147472,0,16795,NA,45846796,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-05,0,11147472,0,16795,NA,45847717,0,5950944,NA,0,0,0,0,0,0,0,0,0
2023-01-06,57859,11205331,290,17085,NA,45855899,57859,5981875,NA,0,0,0,0,0,0,0,0,0
2023-01-07,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-08,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-09,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-10,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-11,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-12,0,11205331,0,17085,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-13,41892,11247223,413,17498,NA,0,41892,0,NA,0,0,0,0,0,0,0,0,0
2023-01-14,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-15,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-16,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-17,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-18,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-19,0,11247223,0,17498,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-20,26850,11274073,381,17879,NA,0,26850,0,NA,0,0,0,0,0,0,0,0,0
2023-01-21,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-22,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-23,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-24,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-25,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-26,0,11274073,0,17879,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-27,21041,11295114,370,18249,NA,0,21041,0,NA,0,0,0,0,0,0,0,0,0
2023-01-28,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-29,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-30,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-01-31,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-01,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-02,0,11295114,0,18249,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-03,17601,11312715,226,18475,NA,0,17601,0,NA,0,0,0,0,0,0,0,0,0
2023-02-04,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-05,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-06,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-07,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-08,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-09,0,11312715,0,18475,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-10,17438,11330153,248,18723,NA,0,17438,0,NA,0,0,0,0,0,0,0,0,0
2023-02-11,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-12,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-13,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-14,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-15,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-16,0,11330153,0,18723,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-17,17356,11347509,154,18877,NA,0,17356,0,NA,0,0,0,0,0,0,0,0,0
2023-02-18,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-19,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-20,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-21,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-22,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-23,0,11347509,0,18877,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-24,19183,11366692,124,19001,NA,0,19183,0,NA,0,0,0,0,0,0,0,0,0
2023-02-25,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-26,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-27,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-02-28,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-01,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-02,0,11366692,0,19001,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-03,18653,11385345,93,19094,NA,0,18653,0,NA,0,0,0,0,0,0,0,0,0
2023-03-04,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-05,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-06,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-07,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-08,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-09,0,11385345,0,19094,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-10,19855,11405200,132,19226,NA,0,19855,0,NA,0,0,0,0,0,0,0,0,0
2023-03-11,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-12,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-13,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-14,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-15,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-16,0,11405200,0,19226,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-17,22271,11427471,112,19338,NA,0,22271,0,NA,0,0,0,0,0,0,0,0,0
2023-03-18,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-19,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-20,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-21,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-22,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-23,0,11427471,0,19338,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-24,23659,11451130,74,19412,NA,0,23659,0,NA,0,0,0,0,0,0,0,0,0
2023-03-25,0,11451130,0,19412,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-26,0,11451130,0,19412,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-27,0,11451130,0,19412,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-28,0,11451130,0,19412,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-29,0,11451130,0,19412,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-03-30,5,11451135,0,19412,NA,0,5,0,NA,0,0,0,0,0,0,0,0,0
2023-03-31,26494,11477629,98,19510,NA,0,26494,0,NA,0,0,0,0,0,0,0,0,0
2023-04-01,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-02,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-03,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-04,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-05,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-06,0,11477629,0,19510,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-07,-124108,11353521,83,19593,NA,0,-124108,0,NA,0,0,0,0,0,0,0,0,0
2023-04-08,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-09,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-10,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-11,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-12,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-13,0,11353521,0,19593,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-14,28083,11381604,117,19710,NA,0,28083,0,NA,0,0,0,0,0,0,0,0,0
2023-04-15,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-16,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-17,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-18,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-19,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-20,0,11381604,0,19710,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-21,29500,11411104,110,19820,NA,0,29500,0,NA,0,0,0,0,0,0,0,0,0
2023-04-22,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-23,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-24,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-25,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-26,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-27,0,11411104,0,19820,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-28,30790,11441894,113,19933,NA,0,30790,0,NA,0,0,0,0,0,0,0,0,0
2023-04-29,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-04-30,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-01,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-02,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-03,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-04,0,11441894,0,19933,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-05,30328,11472222,66,19999,NA,0,30328,0,NA,0,0,0,0,0,0,0,0,0
2023-05-06,0,11472222,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-07,0,11472222,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-08,0,11472222,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-09,0,11472222,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-10,0,11472222,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-11,6,11472228,0,19999,NA,0,6,0,NA,0,0,0,0,0,0,0,0,0
2023-05-12,33001,11505229,0,19999,NA,0,33001,0,NA,0,0,0,0,0,0,0,0,0
2023-05-13,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-14,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-15,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-16,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-17,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-18,0,11505229,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-19,38658,11543887,0,19999,NA,0,38658,0,NA,0,0,0,0,0,0,0,0,0
2023-05-20,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-21,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-22,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-23,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-24,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-25,0,11543887,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-26,41399,11585286,0,19999,NA,0,41399,0,NA,0,0,0,0,0,0,0,0,0
2023-05-27,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-28,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-29,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-30,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-05-31,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-01,0,11585286,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-02,37059,11622345,0,19999,NA,0,37059,0,NA,0,0,0,0,0,0,0,0,0
2023-06-03,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-04,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-05,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-06,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-07,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-08,0,11622345,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-09,30746,11653091,0,19999,NA,0,30746,0,NA,0,0,0,0,0,0,0,0,0
2023-06-10,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-11,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-12,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-13,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-14,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-15,0,11653091,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-16,19676,11672767,0,19999,NA,0,19676,0,NA,0,0,0,0,0,0,0,0,0
2023-06-17,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-18,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-19,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-20,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-21,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-22,0,11672767,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-23,17297,11690064,0,19999,NA,0,17297,0,NA,0,0,0,0,0,0,0,0,0
2023-06-24,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-25,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-26,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-27,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-28,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-29,0,11690064,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-06-30,10513,11700577,0,19999,NA,0,10513,0,NA,0,0,0,0,0,0,0,0,0
2023-07-01,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-02,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-03,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-04,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-05,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-06,0,11700577,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-07,13948,11714525,0,19999,NA,0,13948,0,NA,0,0,0,0,0,0,0,0,0
2023-07-08,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-09,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-10,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-11,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-12,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-13,0,11714525,0,19999,NA,0,0,0,NA,0,0,0,0,0,0,0,0,0
2023-07-14,4795,11719320,0,19999,NA,0,4795,0,NA,0,0,0,0,0,0,0,0,0
